t,x,y,z,dist_to_sep
4.613545283668537422e+01,-1.041132770447374067e+00,1.580709286943564384e+00,5.540496788230990788e+00,1.892775553394817178e+00
4.623618526645979898e+01,-1.210837651492775668e+00,1.479484258221885451e+00,5.558200089232595786e+00,1.911805818748050223e+00
4.633691769623422374e+01,-1.359773946695634006e+00,1.350381120769988286e+00,5.562028577418932862e+00,1.916380535656796447e+00
4.643765012600864139e+01,-1.489975160369929386e+00,1.215512382905834299e+00,5.572467451400798133e+00,1.922887498403589968e+00
4.653838255578306615e+01,-1.592799435645178674e+00,1.063395685475709174e+00,5.582556503780449653e+00,1.915155457418523222e+00
4.663911498555749091e+01,-1.710719244097194780e+00,9.010079138306805735e-01,5.598845081057564954e+00,1.933487934513684170e+00
4.673984741533190856e+01,-1.809933948254007774e+00,7.288405479396798947e-01,5.600058354587368115e+00,1.951171299851285346e+00
4.684057984510633332e+01,-1.867987517509732687e+00,5.411395828265216368e-01,5.622371015340237754e+00,1.944790326403809555e+00
4.694131227488075098e+01,-1.906775110501518711e+00,3.438244316533765610e-01,5.641677116596342856e+00,1.937525886750896209e+00
4.704204470465517574e+01,-1.933131685036909353e+00,1.620132563321726171e-01,5.645765852462962364e+00,1.939908865622556711e+00
4.714277713442960049e+01,-1.953048666159837854e+00,-2.721901844905136314e-02,5.657480209426108964e+00,1.953238328354748310e+00
4.724350956420401815e+01,-1.941504351171020160e+00,-2.319266114556401137e-01,5.667752588204369779e+00,1.955307929385369015e+00
4.734424199397844291e+01,-1.900645850871720111e+00,-4.218338634399269038e-01,5.671372628861690579e+00,1.946894567967289769e+00
4.744497442375286766e+01,-1.828692946960113641e+00,-6.112395212362663477e-01,5.688991584849373062e+00,1.928142019298061172e+00
4.754570685352728532e+01,-1.758638115922216416e+00,-7.897700615879141850e-01,5.711805256545408938e+00,1.927834218223916762e+00
4.764643928330171008e+01,-1.689063732835934806e+00,-9.668045074751555612e-01,5.720734900323743766e+00,1.946187876145553552e+00
4.774717171307613484e+01,-1.576089805330725735e+00,-1.121285709359596261e+00,5.732881227749096809e+00,1.934254563515748204e+00
4.784790414285055249e+01,-1.441514566789554364e+00,-1.269086647781569654e+00,5.744509729103335793e+00,1.920558555692572167e+00
4.794863657262497725e+01,-1.289869029371136566e+00,-1.405122879715236195e+00,5.749118918305581083e+00,1.907388901097538669e+00
4.804936900239940201e+01,-1.152113282297998698e+00,-1.537362163325653786e+00,5.755825862398628701e+00,1.921157837470102825e+00
4.815010143217381966e+01,-9.922003253075997176e-01,-1.636161543690709541e+00,5.775501211615184260e+00,1.913501001461162643e+00
4.825083386194824442e+01,-8.314119525684363632e-01,-1.712577923386882750e+00,5.797214097076895278e+00,1.903725027031421879e+00
4.835156629172266207e+01,-6.372910098702487813e-01,-1.762686729196606628e+00,5.800619487135032948e+00,1.874354378592071990e+00
4.845229872149708683e+01,-4.403270144036304234e-01,-1.818106267324396619e+00,5.817729740853853748e+00,1.870667869745419321e+00
4.855303115127151159e+01,-2.479953017937822635e-01,-1.847720314189250645e+00,5.823971066463768054e+00,1.864288612092937614e+00
4.865376358104592924e+01,-7.523906386511140798e-02,-1.855342218962757750e+00,5.836759463985222496e+00,1.856867164391935665e+00
4.875449601082035400e+01,1.046664631644115273e-01,-1.828115643187456341e+00,5.852973897691973626e+00,1.831109465154400429e+00
4.885522844059477876e+01,2.829626249232114477e-01,-1.783955279499368496e+00,5.862488050826787145e+00,1.806256982369093489e+00
4.895596087036919641e+01,4.738439467422826401e-01,-1.751155901202571030e+00,5.881382187021314323e+00,1.814132044858061565e+00
4.905669330014362117e+01,6.404998725668953341e-01,-1.687673438476944066e+00,5.892614919100883419e+00,1.805126511272492573e+00
4.915742572991804593e+01,8.025249366181628208e-01,-1.586037146362232031e+00,5.895828525696658495e+00,1.777515148609102091e+00
4.925815815969246358e+01,9.305353495853447843e-01,-1.486047444447960109e+00,5.902503665074985584e+00,1.753349093585824692e+00
4.935889058946688834e+01,1.070279358778993606e+00,-1.371768056874993480e+00,5.919198234623440413e+00,1.739898131411999893e+00
4.945962301924131310e+01,1.189173433994979767e+00,-1.257606216690854595e+00,5.931205042164580554e+00,1.730811038900231136e+00
4.956035544901573076e+01,1.313422290906736567e+00,-1.115639105379045537e+00,5.945428278727078464e+00,1.723290088087799932e+00
4.966108787879015551e+01,1.394578935356029392e+00,-9.486486147571321359e-01,5.964572053043823985e+00,1.686648926486891131e+00
4.976182030856457317e+01,1.460511933865657808e+00,-7.973812481737991842e-01,5.978464657724731346e+00,1.664004796839002376e+00
4.986255273833899793e+01,1.520923207919443909e+00,-6.482669575612378665e-01,5.979878353073186048e+00,1.653317105897617934e+00
4.996328516811342269e+01,1.565564028941977437e+00,-4.941434018652847704e-01,5.991491372192967013e+00,1.641696814373480251e+00
5.006401759788784034e+01,1.574886691101969216e+00,-3.284536036518405089e-01,5.999512235583933872e+00,1.608772780588355600e+00
5.016475002766226510e+01,1.571898240551597992e+00,-1.602970659249058349e-01,6.017911563447803758e+00,1.580050387802029332e+00
5.026548245743668986e+01,1.565352673455985721e+00,9.847908091961128652e-03,6.027131978620687391e+00,1.565383650607603983e+00
